temp,pressure,pH,p_CO2,Na,Cl,Mg,Ca,Ba,K,S,C,calcite,site_dens,sp_area,zeta
25,1,7.0,0.0,0.0,0.0667,0.0,0.0333,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.025777
25,1,7.0,3.4,0.085,0.095,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.01133
25,1,7.0,3.4,0.07,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.014998
25,1,7.0,3.4,0.055,0.085,0.015,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.017529
25,1,7.0,3.4,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.019504
25,1,7.0,3.4,0.025,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.021152
25,1,7.0,3.4,0.0,0.0667,0.0333,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.02347
25,1,7.0,0.0,0.085,0.095,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.015914
25,1,7.0,0.0,0.07,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.018049
25,1,7.0,0.0,0.055,0.085,0.015,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.019783
25,1,7.0,0.0,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.021265
25,1,7.0,0.0,0.025,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.022576
25,1,7.0,0.0,0.0,0.0667,0.0333,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.024513
25,1,7.0,3.4,0.095,0.085,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,0.0021803
25,1,7.0,3.4,0.09,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.6,4.95,2.0,0.00092394
25,1,7.0,3.4,0.085,0.055,0.0,0.0,0.0,0.0,0.015,0.0,0.6,4.95,2.0,-0.00016034
25,1,7.0,3.4,0.08,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.6,4.95,2.0,-0.0011237
25,1,7.0,3.4,0.075,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.6,4.95,2.0,-0.0019964
25,1,7.0,3.4,0.0667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.6,4.95,2.0,-0.0033827
25,1,7.0,0.0,0.095,0.085,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,0.011058
25,1,7.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.6,4.95,2.0,0.0094996
25,1,7.0,0.0,0.085,0.055,0.0,0.0,0.0,0.0,0.015,0.0,0.6,4.95,2.0,0.0081854
25,1,7.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.6,4.95,2.0,0.0070331
25,1,7.0,0.0,0.075,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.6,4.95,2.0,0.0059979
25,1,7.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.6,4.95,2.0,0.004461
25,1,7.0,3.4,0.0,0.01,0.0,0.005,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.023034
25,1,7.0,3.4,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.024253
25,1,7.0,4.7,0.0,0.001,0.0005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.014165
25,1,7.0,4.7,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.015842
25,1,7.0,4.7,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.019954
25,1,7.0,5.2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.6,4.95,2.0,-0.0069374
25,1,7.0,5.6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.6,4.95,2.0,-0.01946
25,1,7.0,5.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6,4.95,2.0,-0.020911
25,1,7.0,4.9,0.001,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.6,4.95,2.0,0.0049188
25,1,7.0,4.9,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,-0.0014948
25,1,7.0,5.4,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.6,4.95,2.0,-0.0057119
25,1,7.0,3.4,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.013783
