temp,pressure,pH,p_CO2,Na,Cl,Mg,Ca,Ba,K,S,C,calcite,site_dens,sp_area,zeta
25,1,7.0,3.4,0.055,0.085,0.0,0.015,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.011768
25,1,7.0,3.4,0.04,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.01384
25,1,7.0,3.4,0.025,0.075,0.0,0.025,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.015531
25,1,7.0,3.4,0.0,0.0667,0.0,0.0333,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.017824
25,1,7.0,0.0,0.085,0.095,0.0,0.005,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.011505
25,1,7.0,0.0,0.07,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.013563
25,1,7.0,0.0,0.055,0.085,0.0,0.015,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.015224
25,1,7.0,0.0,0.04,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.016628
25,1,7.0,0.0,0.025,0.075,0.0,0.025,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.017852
25,1,7.0,0.0,0.0,0.0667,0.0,0.0333,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.019616
25,1,7.0,3.4,0.085,0.095,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0017147
25,1,7.0,3.4,0.07,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0044065
25,1,7.0,3.4,0.055,0.085,0.015,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0063774
25,1,7.0,3.4,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0079415
25,1,7.0,3.4,0.025,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0092426
25,1,7.0,3.4,0.0,0.0667,0.0333,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.011085
25,1,7.0,0.0,0.085,0.095,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.010361
25,1,7.0,0.0,0.07,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.01168
25,1,7.0,0.0,0.055,0.085,0.015,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.012805
25,1,7.0,0.0,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.013791
25,1,7.0,0.0,0.025,0.075,0.025,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.014672
25,1,7.0,0.0,0.0,0.0667,0.0333,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.015969
25,1,7.0,3.4,0.095,0.085,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,-0.0036286
25,1,7.0,3.4,0.09,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.6,4.95,2.0,-0.0046213
25,1,7.0,3.4,0.085,0.055,0.0,0.0,0.0,0.0,0.015,0.0,0.6,4.95,2.0,-0.0056421
25,1,7.0,3.4,0.08,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.6,4.95,2.0,-0.0066964
25,1,7.0,3.4,0.075,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.6,4.95,2.0,-0.0077901
25,1,7.0,3.4,0.0667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.6,4.95,2.0,-0.009854
25,1,7.0,0.0,0.095,0.085,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,0.0078602
25,1,7.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.6,4.95,2.0,0.0069659
25,1,7.0,0.0,0.085,0.055,0.0,0.0,0.0,0.0,0.015,0.0,0.6,4.95,2.0,0.0060695
25,1,7.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.6,4.95,2.0,0.0051699
25,1,7.0,0.0,0.075,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.6,4.95,2.0,0.0042654
25,1,7.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.6,4.95,2.0,0.0027407
25,1,7.0,3.4,0.0,0.01,0.0,0.005,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0030109
25,1,7.0,3.4,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.6,4.95,2.0,0.0091373
25,1,7.0,4.7,0.0,0.001,0.0005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,-0.023442
25,1,7.0,4.7,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,-0.018338
25,1,7.0,4.7,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,-0.0047564
25,1,7.0,5.2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.6,4.95,2.0,-0.060627
25,1,7.0,5.6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.6,4.95,2.0,-0.061029
25,1,7.0,5.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6,4.95,2.0,-0.054076
25,1,7.0,4.9,0.001,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.6,4.95,2.0,-0.036053
25,1,7.0,4.9,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.6,4.95,2.0,-0.033085
25,1,7.0,5.4,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.6,4.95,2.0,-0.0098763
25,1,7.0,3.4,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.95,2.0,-0.021931
